Time (hours),CrackSize,FEM_Approx,Amplitude (dB),Duration (ms),Rise Time (ms),Counts,Energy (a.u.),Peak Frequency (kHz),RMS Voltage (V),Signal Attenuation (dB/m),PressureDrop,FlowRate,SpectralEntropy,GrowthRate
36.07214428857715,0.004898188467567479,0.8401662740706268,1033.64774831369,4.898188467567479,0.4898188467567479,50.0,2616680.0399193815,54.89818846756748,103.364774831369,0.1,10000.000000000002,0.00013581326151307146,6.400837730673094,2.9763781542934895e-06
38.07615230460922,0.005156053870739632,0.8468624346881799,1219.1734428897814,5.0,0.5,50.0,3715959.709619308,55.15605387073963,121.91734428897814,0.2437969502159707,10000.000000000002,0.0001429631581877467,6.317958710232864,2.8262217203261705e-06
40.080160320641276,0.00534592761246213,0.8517930110896247,1602.116740948821,5.0,0.5,50.0,6416945.129071178,55.34592761246213,160.21167409488208,0.1,10000.000000000002,0.0001482278335488051,6.337874706998928,2.7240134957157852e-06
42.08416833667334,0.005790653184786968,0.8633414926865614,1543.711750838269,5.0,0.5,50.0,5957614.924190384,55.79065318478697,154.3711750838269,0.6356925324421461,10000.000000000002,0.00016055884752583547,6.623797006013746,2.6966349268107287e-06
44.0881763527054,0.005996882387883828,0.8686967821165459,1188.1511926243986,5.0,0.5,50.0,3529258.1413369523,55.99688238788383,118.81511926243986,0.5612384999230747,10000.000000000002,0.00016627701473750583,6.244817837660774,2.7709674599559267e-06
46.09218436873747,0.004721808390838282,0.8355860965478339,1561.9031204628366,4.721808390838282,0.4721808390838282,50.0,5759523.426319697,54.721808390838284,156.19031204628365,0.1,10000.000000000002,0.00013092272827917685,6.404308439808329,2.973892541498907e-06
48.09619238476954,0.004772442290061524,0.8369009403295935,977.3540273527826,4.772442290061524,0.4772442290061524,50.0,2279368.2973056925,54.77244229006153,97.73540273527826,0.2960989490905717,10000.000000000002,0.000132326666702977,5.458897834329008,3.33229161778633e-06
50.1002004008016,0.004890360015353324,0.8399629875003155,1006.3261851205235,4.890360015353324,0.48903600153533244,50.0,2476215.1880552596,54.89036001535332,100.63261851205235,0.1,10000.000000000002,0.00013559620011683416,6.267656333237781,3.6849740134804396e-06
52.104208416833664,0.004573538962325969,0.8317358867260516,1247.5893576544665,4.573538962325969,0.4573538962325969,50.0,3559309.1448195972,54.57353896232597,124.75893576544665,0.1,10000.000000000002,0.0001268116258170585,6.27892221251918,3.3206325974512174e-06
54.108216432865724,0.004278763998805781,0.8240812712658818,1285.6623755490255,4.278763998805781,0.4278763998805781,50.0,3536243.861618347,54.27876399880578,128.56623755490256,0.19989550395020203,10000.000000000002,0.00011863832879650609,6.4885019193649764,2.9790237985934803e-06
56.11222444889779,0.004058093226566859,0.8183016069902447,1245.2932806351907,4.058093226566859,0.4058093226566859,50.0,3146554.900678254,54.05809322656686,124.52932806351907,0.1,10000.000000000002,0.0001125197366890734,6.394446102381185,2.759690305688227e-06
58.11623246492985,0.004061764768337009,0.8183993114761621,1411.9378833443945,4.061764768337009,0.40617647683370095,50.0,4048703.323798278,54.06176476833701,141.19378833443946,0.34048310101815865,10000.000000000002,0.00011262153841962895,6.223307264530813,2.647973571374279e-06
60.12024048096192,0.00548520600953965,0.855409744881415,1499.1500609314448,5.0,0.5,50.0,5618627.262976887,55.48520600953965,149.91500609314448,0.2609193000242782,10000.000000000002,0.00015208963949822063,6.658156640456102,2.6292150482930612e-06
62.12424849699398,0.005110923985690029,0.8456905172644915,1529.36986650647,5.0,0.5,50.0,5847430.4714450445,55.11092398569003,152.93698665064701,0.48653473540387265,10000.000000000002,0.0001417118309019796,6.522340018500104,2.6887561890859973e-06
64.12825651302605,0.003741503550167746,0.8023329216736588,1158.292856142184,3.7415035501677463,0.3741503550167746,50.0,2509879.790186459,53.74150355016775,115.8292856142184,0.1,10000.000000000002,0.00010374157782527525,6.416996236325966,2.8119384463901748e-06
66.1322645290581,0.003966927949271973,0.8149612343076944,1798.7673072707153,3.966927949271973,0.39669279492719733,50.0,6417624.285923122,53.96692794927198,179.87673072707153,0.43234442733515505,10000.000000000002,0.00010999197489955802,6.330055348794252,2.984103272850487e-06
68.13627254509018,0.005643978273366372,0.859532688739403,1608.679899836548,5.0,0.5,50.0,6469627.550345315,55.64397827336637,160.8679899836548,0.1,10000.000000000002,0.00015649195662646083,6.416326174426589,3.1905921211031543e-06
70.14028056112224,0.005188639599635159,0.8477086097540873,1240.1089309635934,5.0,0.5,50.0,3844675.401639166,55.18863959963516,124.01089309635934,0.1,10000.000000000002,0.00014386667060859075,6.311576836427411,3.4167464437922027e-06
72.1442885771543,0.00534515084941101,0.8517728403723119,1515.5202488825635,5.0,0.5,50.0,5742004.061932667,55.34515084941101,151.55202488825634,0.1,10000.000000000002,0.00014820629605099463,6.5940166175553685,3.6479076935547194e-06
74.14829659318636,0.005470744277973963,0.8550342075810229,1443.9068504511158,5.0,0.5,50.0,5212167.481949152,55.470744277973964,144.39068504511158,0.29948875392694363,10000.000000000002,0.00015168865555404055,6.288257596970505,3.869417323034731e-06
76.15230460921843,0.005392195804175928,0.852994487671547,1407.9741673094416,5.0,0.5,50.0,4955978.139526788,55.39219580417593,140.79741673094415,0.24788291380749494,10000.000000000002,0.00014951072293996884,6.286468241978938,4.066616784869324e-06
78.1563126252505,0.004965239960783646,0.84190744431952,1366.4366102647482,4.965239960783646,0.4965239960783646,50.0,4635421.438276578,54.96523996078365,136.64366102647483,0.41945203388875774,10000.000000000002,0.00013767241455369173,6.15396088541218,4.224847531701659e-06
80.16032064128255,0.005096910783366256,0.8453266272180878,1291.372876842672,5.0,0.5,50.0,4169109.7676122976,55.096910783366255,129.1372876842672,0.24882107001783133,10000.000000000002,0.00014132328343704733,6.321796604088983,4.329451016169689e-06
82.16432865731463,0.0053930527506337485,0.8530167405641476,1053.9703872978362,5.0,0.5,50.0,2777133.943251877,55.39305275063375,105.39703872978362,0.1,10000.000000000002,0.00014953448370257514,6.368093503932817,4.365768690915706e-06
84.16833667334669,0.005136690081551075,0.8463596024315998,1356.3778798824542,5.0,0.5,50.0,4599402.382586053,55.13669008155107,135.6377879882454,0.1,10000.000000000002,0.0001424262537010446,6.349873075831459,4.3191420085802665e-06
86.17234468937875,0.004713150218792959,0.8353612640966532,1127.7815422778835,4.713150218792959,0.47131502187929586,50.0,2997307.1605184223,54.71315021879296,112.77815422778835,0.1,10000.000000000002,0.00013068266103962437,6.202000420853205,4.174912421802193e-06
88.1763527054108,0.005391835369545356,0.8529851280283037,1189.092735118723,5.0,0.5,50.0,3534853.831780315,55.391835369545355,118.90927351187231,0.1,10000.000000000002,0.00014950072908140983,6.461068351749357,3.918421383223777e-06
90.18036072144288,0.005396100670352023,0.8530958879012153,1731.0573522225632,5.0,0.5,50.0,7491398.891709479,55.39610067035203,173.10573522225633,0.1,10000.000000000002,0.00014961899411300742,6.367952727573268,3.535010345483841e-06
92.18436873747494,0.005480431974625332,0.8552857743751476,966.8874867962052,5.0,0.5,50.0,2337178.5303077046,55.48043197462533,96.68874867962052,0.1,10000.000000000002,0.00015195726867243798,6.348875318062183,3.010020761222941e-06
94.188376753507,0.006455997357759725,0.8197251798345982,1333.0217160958678,5.0,0.5,50.0,4442367.23895793,56.45599735775973,133.30217160958676,0.1,10000.000000000002,0.00017900700703592123,6.080367941316278,2.695634881747476e-06
96.19238476953907,0.004624285796793139,0.8330536631716096,1530.5943327526613,4.624285796793139,0.46242857967931383,50.0,5416701.125273302,54.62428579679314,153.05943327526614,0.1,10000.000000000002,0.00012821869562380136,6.702691000410837,2.7868536711002367e-06
98.19639278557113,0.005505807475877266,0.8559447167150025,1184.352663413875,5.0,0.5,50.0,3506728.078338849,55.50580747587727,118.4352663413875,0.4706060231227505,10000.000000000002,0.00015266086135989245,6.416311235445907,2.878948440981563e-06
100.2004008016032,0.0046385257917388595,0.833423442491273,1230.4047982094337,4.63852579173886,0.463852579173886,50.0,3511122.7455289033,54.63852579173886,123.04047982094337,0.1,10000.000000000002,0.00012861353142285513,6.351898490878305,2.9697956413733337e-06
102.20440881763525,0.004748242722144167,0.8362725342244837,1310.096487444631,4.748242722144167,0.4748242722144167,50.0,4074829.8608453013,54.74824272214417,131.0096487444631,0.1,10000.000000000002,0.00013165567940474926,6.471347352249403,3.0588210448408495e-06
104.20841683366733,0.006442484364762997,0.8213005431405578,1213.5396148567975,5.0,0.5,50.0,3681695.992066961,56.442484364763,121.35396148567975,0.6623708756797935,10000.000000000002,0.0001786323289965112,6.321233924636885,3.1454504239502787e-06
106.21242484969939,0.0050492809753507235,0.8440897926496199,1468.1290976107964,5.0,0.5,50.0,5388507.618128728,55.049280975350726,146.81290976107965,0.1,10000.000000000002,0.00014000264017992016,6.256365433206202,3.2291095512643198e-06
108.21643286573145,0.004779545015427555,0.8370853814732608,1242.592668381434,4.779545015427555,0.4779545015427555,50.0,3689896.0730391624,54.77954501542756,124.25926683814339,0.14102529997545868,10000.000000000002,0.00013252360569460204,6.367081459780642,3.3092241993508756e-06
110.22044088176351,0.005516133513785345,0.8562128597366132,918.3687899377557,5.0,0.5,50.0,2108503.085829344,55.51613351378535,91.83687899377557,0.1,10000.000000000002,0.0001529471739213812,6.394335049691014,3.385220140773512e-06
112.22444889779558,0.005237400480037608,0.8489748156235508,1139.0749528626166,5.0,0.5,50.0,3243729.3705974305,55.23740048003761,113.90749528626165,0.1,10000.000000000002,0.00014521867538455115,6.502595327918716,3.4565231480957956e-06
114.22845691382764,0.004789723017008679,0.8373496803381513,1083.0864852050902,4.789723017008679,0.4789723017008679,50.0,2809355.3598731495,54.78972301700868,108.30864852050902,0.1,10000.000000000002,0.00013280581361689217,6.5370887619348395,3.5225589938847612e-06
116.2324649298597,0.004638078935547831,0.8334118386824979,1363.9685237137444,4.638078935547831,0.46380789355478313,50.0,4314364.526254759,54.63807893554783,136.39685237137445,0.4229208083155706,10000.000000000002,0.00012860114133269573,6.044382875553252,3.58275345070571e-06
118.23647294589178,0.006172182876571692,0.8528126623391641,1535.985626245566,5.0,0.5,50.0,5898129.610082459,56.17218287657169,153.5985626245566,0.3070986636335466,10000.000000000002,0.0001711376139715238,5.82625898732754,3.6365322911222075e-06
120.24048096192384,0.005634030603507365,0.8592743710499151,1160.5624021713982,5.0,0.5,50.0,3367262.7233346156,55.63403060350736,116.05624021713982,0.1,10000.000000000002,0.00015621613516778228,6.589496918444572,3.6833212876986876e-06
122.2444889779559,0.005363117550894462,0.8522393935330728,1462.999179862024,5.0,0.5,50.0,5350916.500692387,55.36311755089446,146.2999179862024,0.1,10000.000000000002,0.00014870446314751534,6.3078081946641955,3.7225462130021855e-06
124.24849699398796,0.004964298140427857,0.841882987450558,1359.9224046922038,4.964298140427856,0.49642981404278563,50.0,4590459.05472339,54.96429814042786,135.99224046922038,0.2916102104203245,10000.000000000002,0.00013764630047189883,6.422286250619319,3.7536328395971347e-06
126.25250501002003,0.005696377177870838,0.8608933655747965,1233.4053603122436,5.0,0.5,50.0,3803221.9571174383,55.696377177870836,123.34053603122436,0.1,10000.000000000002,0.00015794483378045029,6.584895081122195,3.7760069400479684e-06
128.2565130260521,0.005266525968683188,0.8497311363538091,929.2513630744681,5.0,0.5,50.0,2158770.2394393925,55.26652596868319,92.92513630744682,0.21565415994592452,10000.000000000002,0.00014602624488341986,6.43112921589262,3.78909428691912e-06
130.26052104208415,0.005394871910031861,0.8530639798733719,1346.8836513070419,5.0,0.5,50.0,4535238.925395473,55.39487191003186,134.6883651307042,0.45535566397764043,10000.000000000002,0.0001495849239771186,6.521128736971639,3.792320652776758e-06
132.2645290581162,0.004947662307234275,0.8414509938224843,1301.96513438429,4.947662307234275,0.49476623072342746,50.0,4193423.8706565504,54.947662307234275,130.196513438429,0.1,10000.000000000002,0.00013718503468374718,6.400806022495807,3.7851118101861828e-06
134.26853707414827,0.005359718256880301,0.8521511218284349,1198.2282032142873,5.0,0.5,50.0,3589377.0674453485,55.3597182568803,119.82282032142874,0.1,10000.000000000002,0.00014861021009662483,6.244149479459431,3.7668935317109603e-06
136.27254509018036,0.00492548615831988,0.8408751311701748,1536.4177861122898,4.92548615831988,0.492548615831988,50.0,5813501.105909309,54.92548615831988,153.64177861122897,0.1,10000.000000000002,0.00013657015121574555,6.249485259921633,3.737091589917259e-06
138.27655310621242,0.005096524978122788,0.8453166087594439,1177.197422371583,5.0,0.5,50.0,3464484.4280957473,55.09652497812279,117.71974223715829,0.3720272623972096,10000.000000000002,0.00014131258612134148,6.5328710774078145,3.6951317573686443e-06
140.28056112224448,0.00488478753049986,0.8398182831190426,1312.5417316157034,4.88478753049986,0.488478753049986,50.0,4207672.442147092,54.884787530499864,131.25417316157035,0.26302723331271444,10000.000000000002,0.00013544169047562858,6.332626690471981,3.6404398066321522e-06
142.28456913827654,0.005047373842774827,0.8440402688829955,1217.0417216785593,5.0,0.5,50.0,3702976.380765779,55.047373842774824,121.70417216785593,0.1,10000.000000000002,0.00013994976065170574,6.671277658763713,3.572441510272216e-06
144.2885771543086,0.004711375496384327,0.8353151787119776,1387.1969824367727,4.711375496384327,0.4711375496384327,50.0,4533086.3718167,54.71137549638433,138.71969824367727,0.29124394196309333,10000.000000000002,0.00013063345288028292,6.422058998159846,3.490562640851534e-06
146.29258517034066,0.005268490938918985,0.8497821620290091,1085.6387427042437,5.0,0.5,50.0,2946528.6991511276,55.26849093891899,108.56387427042436,0.1,10000.000000000002,0.00014608072809048036,6.472667243906346,3.394228970938877e-06
148.29659318637272,0.004937174938564621,0.8411786614188209,1579.6142444465265,4.937174938564621,0.49371749385646213,50.0,6159572.948271699,54.937174938564624,157.96142444465266,0.1,10000.000000000002,0.00013689424886504162,6.536210636219732,3.300871522094427e-06
150.3006012024048,0.004999268482671055,0.8427910853405061,1163.3153904026776,4.999268482671055,0.4999268482671055,50.0,3382761.7616820536,54.999268482671056,116.33153904026776,0.1,10000.000000000002,0.0001386159316463064,6.294183494074572,3.287261914413156e-06
152.30460921843687,0.005581871162631679,0.8579199125241539,1402.939184845346,5.0,0.5,50.0,4920595.89093631,55.58187116263168,140.2939184845346,0.3579160436505326,10000.000000000002,0.00015476989767999874,6.29072210069547,3.284870964446497e-06
154.30861723446893,0.005430283465551827,0.8539835350388268,1186.7464308616604,5.0,0.5,50.0,3520917.7279072246,55.430283465551824,118.67464308616604,0.4743201647782588,10000.000000000002,0.0001505667887792311,6.528483963741802,3.2821226737238945e-06
156.312625250501,0.004962400310229544,0.841833705244894,1851.2964815646412,4.962400310229544,0.4962400310229544,50.0,8503813.973400813,54.96240031022954,185.12964815646413,0.1,10000.000000000002,0.0001375936788729674,6.628134037018013,3.2790267925283945e-06
158.31663326653305,0.004560867767679952,0.8314068454761507,1497.0407635764009,4.5608677676799525,0.45608677676799525,50.0,5110751.179550376,54.56086776767995,149.70407635764008,0.1,10000.000000000002,0.00012646028852500915,6.463615463617289,3.27559307114738e-06
160.3206412825651,0.005164669599957704,0.8470861649985351,1225.166847283297,5.0,0.5,50.0,3752584.5092052342,55.164669599957705,122.51668472832971,0.109285378536518,10000.000000000002,0.0001432020486047177,6.387452942021616,3.2718312598647645e-06
162.32464929859717,0.005926395199457622,0.8668663949092071,1149.7824980635776,5.0,0.5,50.0,3304999.482133302,55.92639519945762,114.97824980635775,0.37223645262365634,10000.000000000002,0.00016432259934119433,6.321511494093292,3.2677511089661965e-06
164.32865731462925,0.005533707345087727,0.8566692109788461,1201.844829367115,5.0,0.5,50.0,3611077.484691174,55.53370734508773,120.18448293671149,0.3693621750596479,10000.000000000002,0.00015343444781095497,6.159569807398309,3.263362368736457e-06
166.3326653306613,0.004164464664219679,0.8211131852277676,2063.591908756583,4.164464664219679,0.4164464664219679,50.0,8867002.245917564,54.16446466421968,206.3591908756583,0.4011469848582043,10000.000000000002,0.00011546912338072888,6.606888381291668,3.258674789459459e-06
168.33667334669337,0.005019057294494642,0.8433049544395446,1257.8159452028115,5.0,0.5,50.0,3955252.3800161052,55.019057294494644,125.78159452028115,0.1,10000.000000000002,0.0001391646208388569,6.550581321000816,3.253698121423454e-06
170.34068136272543,0.005822279701544758,0.86416275925966,920.1160879684585,5.0,0.5,50.0,2116534.0383459497,55.82227970154476,92.01160879684585,0.1,10000.000000000002,0.0001614357636387237,6.24562404753191,3.2484421149097525e-06
172.3446893787575,0.0055650076512236465,0.8574820066260576,1349.5422292883968,5.0,0.5,50.0,4553160.571581739,55.565007651223645,134.95422292883967,0.1,10000.000000000002,0.0001543023190026872,6.197819296422834,3.242916520205738e-06
174.34869739478955,0.005200010908914262,0.848003896025251,1139.0164066516143,5.0,0.5,50.0,3243395.9365538885,55.200010908914265,113.90164066516142,0.1,10000.000000000002,0.0001441819656633022,6.410328398130547,3.237131087597059e-06
176.3527054108216,0.005018131114722109,0.8432809037199003,1491.7607083575765,5.0,0.5,50.0,5563375.027498746,55.01813111472211,149.17607083575766,0.1,10000.000000000002,0.00013913894042731533,6.23694593450541,3.2310955673658937e-06
178.3567134268537,0.006723484093360252,0.7885412083637333,1507.1333039471688,5.0,0.5,50.0,5678626.989666773,56.723484093360256,150.71333039471688,0.1,10000.000000000002,0.0001864236767320616,6.6905166573367225,3.224819709800493e-06
180.36072144288576,0.005280936559530469,0.8501053456495121,1358.7994677326078,5.0,0.5,50.0,4615839.983776046,55.28093655953047,135.87994677326077,0.1,10000.000000000002,0.00014642581083647755,6.502724792932363,3.218313265183903e-06
182.36472945891782,0.005231108850070806,0.8488114367278725,1508.6000284740958,5.0,0.5,50.0,5689685.114780107,55.231108850070804,150.8600028474096,0.11537981020866321,10000.000000000002,0.00014504422583209257,6.342839829370117,3.2115859838026395e-06
184.36873747494988,0.005321899763760039,0.8511690641303806,1368.6427030962288,5.0,0.5,50.0,4682957.12184638,55.32189976376004,136.8642703096229,0.19167833751633012,10000.000000000002,0.00014756160755097325,6.570213060259473,3.2046476159397486e-06
186.37274549098194,0.004702460012801191,0.8350836644827654,1332.0917050746689,4.702460012801191,0.47024600128011906,50.0,4172183.1375923855,54.70246001280119,133.2091705074669,0.2629300514583414,10000.000000000002,0.00013038625110121515,6.442726169027894,3.1975079118826133e-06
188.376753507014,0.0059653861514986604,0.8678788986196169,1189.248167841745,5.0,0.5,50.0,3535778.0117873685,55.96538615149866,118.92481678417451,0.1,10000.000000000002,0.00016540371094015714,6.331241816963734,3.1901766219151473e-06
190.38076152304606,0.0053214738513016075,0.8511580041812925,944.602649422097,5.0,0.5,50.0,2230685.4132381123,55.321473851301604,94.4602649422097,0.4602862665539235,10000.000000000002,0.00014754979817277524,6.1633158157162695,3.1826634963221315e-06
192.38476953907815,0.0059456955266697425,0.8673675792068826,1253.5551699130692,5.0,0.5,50.0,3928501.4100394594,55.945695526669745,125.35551699130693,0.2347779347851273,10000.000000000002,0.0001648577442022595,6.586766681352408,3.1749782853900815e-06
194.3887775551102,0.005381155774038831,0.8527078039438687,1159.0817607415622,5.0,0.5,50.0,3358676.3202094003,55.38115577403883,115.90817607415622,0.1,10000.000000000002,0.00014920461334250241,6.451304584858404,3.1671307394020437e-06
196.39278557114227,0.004862813857430754,0.8392476782902509,1389.5123703767017,4.862813857430754,0.4862813857430754,50.0,4694425.864713,54.86281385743075,138.95123703767018,0.1,10000.000000000002,0.0001348324211045749,6.55003287366871,3.159130608645401e-06
198.39679358717433,0.005153578782005077,0.8467981624302292,1030.068501750897,5.0,0.5,50.0,2652602.7957483437,55.15357878200508,103.0068501750897,0.1,10000.000000000002,0.00014289453080115264,6.474293100193573,3.1509876434023323e-06
200.4008016032064,0.00544540048457525,0.8543760886198588,1449.1942385215716,5.0,0.5,50.0,5250409.852410294,55.44540048457525,144.91942385215717,0.1,10000.000000000002,0.0001509859420379349,6.60962229999741,3.142711593961088e-06
202.40480961923845,0.005497836213727014,0.8557377217051018,1637.3529629109157,5.0,0.5,50.0,6702311.812882887,55.49783621372701,163.73529629109157,0.2875307034380114,10000.000000000002,0.00015243984023786546,6.298310762460298,3.1343122106047144e-06
204.4088176352705,0.0055827478498242196,0.8579426780374038,858.7863630732149,5.0,0.5,50.0,1843785.0435012996,55.582747849824216,85.8786363073215,0.1,10000.000000000002,0.000154794205798752,5.911527345440886,3.1257992436188597e-06
206.41282565130257,0.005881882536225149,0.8657105052906191,1093.4407152858466,5.0,0.5,50.0,2989031.49461206,55.88188253622515,109.34407152858466,0.510374512270795,10000.000000000002,0.000163088385914687,6.402543877500719,3.117182443288305e-06
208.41683366733466,0.004584736812520304,0.8320266686710128,1178.8959863469058,4.584736812520305,0.4584736812520305,50.0,3185923.8607175318,54.584736812520305,117.88959863469059,0.1,10000.000000000002,0.00012712211132958977,6.108016475086531,3.1084715598986984e-06
210.42084168336672,0.0062384159354592385,0.8450911212536208,1101.0419715695448,5.0,0.5,50.0,3030733.557894375,56.23841593545924,110.10419715695448,0.1,10000.000000000002,0.0001729740740846995,6.302666597235726,3.099676343734821e-06
212.42484969939878,0.005708874235113324,0.8612178848841456,1405.2110975178705,5.0,0.5,50.0,4936545.5714684455,55.70887423511333,140.52110975178704,0.1,10000.000000000002,0.0001582913427224103,6.513875638976968,3.090806545082321e-06
214.42885771543084,0.005583135049992875,0.857952732718988,1336.5997743384373,5.0,0.5,50.0,4466247.391903904,55.583135049992876,133.65997743384372,0.1,10000.000000000002,0.00015480494179188735,5.938697006651999,3.081871914225112e-06
216.4328657314629,0.004370602634377944,0.826466105551998,1398.5730018586457,4.370602634377944,0.43706026343779436,50.0,4274463.453101042,54.370602634377946,139.85730018586457,0.3507970372529086,10000.000000000002,0.0001211847609545484,6.171267120416587,3.0728822014488427e-06
218.43687374749496,0.00557679495324555,0.8577880952545253,1181.2769037558087,5.0,0.5,50.0,3488537.808367275,55.57679495324555,118.12769037558087,0.1,10000.000000000002,0.00015462914838923166,6.543463748321982,3.0638471570382936e-06
220.44088176352702,0.005889492983395151,0.8659081307804865,1307.634145303794,5.0,0.5,50.0,4274767.6449109595,55.88949298339515,130.7634145303794,0.6766196851625567,10000.000000000002,0.00016329940263210704,6.588318263700657,3.0547765312799804e-06
222.4448897795591,0.004813699409441167,0.8379722910985805,1190.3673333909376,4.813699409441167,0.48136994094411667,50.0,3410444.388327402,54.81369940944117,119.03673333909376,0.4024179107195531,10000.000000000002,0.00013347061287423694,6.556151321963941,3.045680074457817e-06
224.44889779559117,0.004931436252495802,0.841029641181217,1239.9396842044985,4.931436252495802,0.49314362524958016,50.0,3790919.36994838,54.9314362524958,123.99396842044985,0.1,10000.000000000002,0.00013673513092236415,6.507718545582968,3.036567536856584e-06
226.45290581162322,0.005672594717534836,0.8602757907767374,1274.0595575221591,5.0,0.5,50.0,4058069.3902839,55.672594717534835,127.40595575221592,0.3003730159629351,10000.000000000002,0.00015728541172545498,5.629847957868892,3.0274486687610624e-06
228.45691382765528,0.0056989513800817715,0.860960211577612,1267.3162511297814,5.0,0.5,50.0,4015226.2009441084,55.69895138008177,126.73162511297815,0.2845342229898699,10000.000000000002,0.00015801620931048062,6.4440544835450515,3.0183332204586355e-06
230.46092184368734,0.004532350975432017,0.8306663311658147,1701.7394638123203,4.532350975432017,0.4532350975432017,50.0,6562656.579205338,54.53235097543202,170.17394638123204,0.1,10000.000000000002,0.00012566959649902305,6.398765222229382,3.009230942231482e-06
