Joint 1,Joint 2,Joint 3,Joint 4,Time
0.23389028241268855,0.19470185926167866,0.10396287267064457,0.17519652950863837,0.5656565656565657
0.24878984229272255,0.20711570681331196,0.10421834753279896,0.1863690902349035,0.5858585858585859
0.2639920998809922,0.21978287869322108,0.10447793493387132,0.19777008860527007,0.6060606060606061
0.2794823135397716,0.23269103633209282,0.10474142519779195,0.20938838286333059,0.6262626262626263
0.2952457416313347,0.24582784116061376,0.1050086086484911,0.2212128312526776,0.6464646464646465
0.31126764251795547,0.2591809546094705,0.10527927560989907,0.23323229201690357,0.6666666666666667
0.3275332745619079,0.27273803810934977,0.10555321640594613,0.24543562339960107,0.686868686868687
0.3440278961254661,0.2864867530909382,0.10583022136056257,0.2578116836443625,0.7070707070707072
0.360736765570904,0.3004147609849223,0.10611008079767864,0.27034933099478053,0.7272727272727273
0.3776451412604955,0.31450972322198884,0.10639258504122465,0.28303742369444757,0.7474747474747475
0.3947382815565147,0.3287593012328244,0.10667752441513087,0.29586481998695613,0.7676767676767677
0.41200144482123563,0.34315115644811556,0.10696468924332757,0.30882037811589874,0.787878787878788
0.42941988941693227,0.3576729502985491,0.10725386984974504,0.321892956324868,0.8080808080808082
0.4469788737058785,0.37231234421481146,0.10754485655831356,0.3350714128574563,0.8282828282828284
0.4646636560503485,0.3870569996275895,0.10783743969296339,0.3483446059572562,0.8484848484848485
0.48245949481261596,0.4018945779675697,0.10813140957762483,0.3617013938678601,0.8686868686868687
0.5003516483549553,0.4168127406654387,0.10842655653622815,0.37513063483286074,0.888888888888889
0.5183253750397244,0.43179914915195367,0.10872267089272136,0.3886211870959137,0.9090909090909092
0.5363735238382524,0.44684253084250675,0.10904097483444217,0.40216348210890684,0.9292929292929294
0.5544876846418066,0.4619465720939984,0.10935616731829877,0.4157431637065191,0.9494949494949496
0.5726573806228644,0.4770997682586663,0.10963013227055474,0.4293643894946449,0.9696969696969697
0.5908187582245727,0.49225823888299364,0.10992899325326512,0.44301155463314,0.98989898989899
0.6089871596666109,0.5074026696035111,0.11026135788976053,0.45662411412517406,1.0101010101010102
0.6271459751022586,0.5225397532397706,0.11057128855478834,0.470219786848493,1.0303030303030305
0.6452690764045186,0.537670014759424,0.11088182578017518,0.4837980236958883,1.0505050505050506
0.6633878301577487,0.5528038464440648,0.11118775052470785,0.49738446520909724,1.0707070707070707
0.6814537515427426,0.5678444935270912,0.11148148102119057,0.5109449480901503,1.090909090909091
0.6994275270561368,0.5828298403757407,0.1117619557183426,0.5244333141102665,1.1111111111111112
0.717320103670058,0.5977470078525973,0.1120408609838144,0.5378604730751706,1.1313131313131315
0.7351167509920157,0.6125836666104276,0.11231806783457383,0.5512152996393165,1.1515151515151516
0.7528027386296301,0.6273274873020904,0.11259344728760694,0.5644866684572414,1.1717171717171717
0.770363336190522,0.6419661405804449,0.11286687035989978,0.5776634541834821,1.191919191919192
0.7877838132823114,0.6564872970983499,0.11313820806843843,0.590734531472576,1.2121212121212122
0.8050494395126191,0.6708786275086643,0.1134073314302089,0.6036887749790601,1.2323232323232325
0.8221454844890654,0.6851278024642473,0.11367411146219729,0.6165150593574716,1.2525252525252526
0.8390572178192708,0.6992224926179575,0.11393841918138961,0.6292022592623474,1.272727272727273
0.8557699091108557,0.7131503686226542,0.11420012560477194,0.6417392493482249,1.292929292929293
0.8722688279714405,0.7268991011311963,0.11445910174933034,0.6541149042696409,1.3131313131313131
0.8885392440086458,0.7404563607964425,0.11471521863205085,0.6663180986811327,1.3333333333333335
0.904566426830092,0.753809818271252,0.11496834726991952,0.6783377072372374,1.3535353535353536
0.9203356460433995,0.7669471442084838,0.11521835867992242,0.690162604592492,1.373737373737374
0.9358321712561887,0.7798560092609966,0.11546512387904558,0.7017816654014336,1.393939393939394
0.9510412720760801,0.7925240840816496,0.11570851388427507,0.7131837643185996,1.4141414141414144
0.9659482181106943,0.8049390393233016,0.11594839971259693,0.7243577759985269,1.4343434343434345
0.9805382789676516,0.8170885456388116,0.11618465238099725,0.7352925750957524,1.4545454545454546
0.9947967242545722,0.8289602736810388,0.11641714290646205,0.7459770362648135,1.474747474747475
1.008708823579077,0.8405418941028417,0.11664574230597738,0.7564000341602473,1.494949494949495
1.0222598465487862,0.8518210775570797,0.11687032159652931,0.7665504434365908,1.5151515151515154
1.0354350627713205,0.8627854946966114,0.11709075179510389,0.7764171387483811,1.5353535353535355
1.0482197418542998,0.873422816174296,0.11730690391868717,0.7859889947501553,1.5555555555555556
1.0605991534053452,0.8837207126429923,0.1175186489842652,0.7952548860964506,1.575757575757576
1.0725585670320765,0.8936668547555593,0.11772585800882406,0.8042036874418041,1.595959595959596
1.0840832523421151,0.9032489131648561,0.11792840200934976,0.8128242734407529,1.6161616161616164
1.0951584789430804,0.9124545585237416,0.11812615200282839,0.8211055187478341,1.6363636363636365
1.1057695164425934,0.9212714614850747,0.118318979006246,0.8290362980175847,1.6565656565656568
1.1159016344482742,0.9296872927017142,0.11850675403658861,0.836605485904542,1.676767676767677
1.1255401025677436,0.9376897228265192,0.11868934811084232,0.8438019570632428,1.696969696969697
1.1346701904086223,0.9452664225123489,0.11886663224599314,0.8506145861482246,1.7171717171717173
1.14327716757853,0.9524050624120618,0.11903847745902717,0.8570322478140243,1.7373737373737375
1.1513463036850877,0.9590933131785172,0.11920475476693043,0.863043816715179,1.7575757575757578
1.1588628683359155,0.9653188454645739,0.11936533518668897,0.8686381675062259,1.777777777777778
1.1658121311386345,0.971069329923091,0.11952008973528887,0.873804174841702,1.7979797979797982
1.1721793617008642,0.9763324372069275,0.11966888942971617,0.8785307133761445,1.8181818181818183
1.1779498296302255,0.9810958379689421,0.11981160528695692,0.8828066577640902,1.8383838383838385
1.1831088045343392,0.9853472028619936,0.11994810832399717,0.8866208826600769,1.8585858585858588
1.187641556020825,0.9890742025389416,0.12007826955782298,0.8899622627186412,1.878787878787879
1.1915333536973043,0.9922645076526445,0.12020196000542041,0.89281967259432,1.8989898989898992
1.1947694671713969,0.9949057888559616,0.12031905068377552,0.8951819869416511,1.9191919191919193
1.1973351660507232,0.9969857168017516,0.12042941260987433,0.8970380804151706,1.9393939393939394
1.1992157199429037,0.9984919621428736,0.12053291680070294,0.8983768276694168,1.9595959595959598
1.2003963984555592,0.9994121955321866,0.12062943427324735,0.8991871033589258,1.97979797979798
1.2008624711963098,0.9997340876225496,0.12071883604449367,0.8994577821382356,2.0
